listing_id,city_name,district_name,neighborhood_name,title,price,room_count,gross_sqm,net_sqm,building_age,floor_level,heating_type,is_furnished
23180-5896,Istanbul,Bagcilar,Mahmutbey,Mahmutbey G Rotana 'da Şehir Manzaralı 1+1 Satılık Rezidans,11715000,1 + 1,78,46,7 Yaşında,21 ve üzeri,Merkezi (Pay Öl...,Eşyalı
149042-113,Istanbul,Bagcilar,Mahmutbey,MAHMUTBEY - GÜNEŞLİ / 3+2 187 m² GENİŞ TERAS DUBLEX / REVAN PARK,13800000,3 + 2,187,131,Sıfır Bina,14. Kat,Kombi,Eşyalı Değil
149042-48,Istanbul,Bagcilar,Mahmutbey,MAHMUTBEY - GÜNEŞLİ / SIFIR 3+1 101 m² KULLANIŞLI / REVAN PARK,8250000,3 + 1,101,77,Sıfır Bina,12. Kat,Kombi,Eşyalı Değil
146967-227,Istanbul,Bagcilar,Merkez,BAĞCILAR MERKEZ'DE 12 YILLIK 4+1 DUBLEX SATILIK DAİRE,7950000,4 + 1,160,140,12 Yaşında,3. Kat,Kombi,Eşyalı Değil
168336-74,Istanbul,Bagcilar,Yavuz selim,CEKADAN YAVUZ SELİM MAHALLESİNDE FIRSAT SATILIK 2+1 DAİRE,2060000,2 + 1,95,90,26 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
168336-48,Istanbul,Bagcilar,Yavuz selim,CEKADAN SUBAYLAR SİTESİNDE KISA BLOK KAÇIRILMAZ FIRSAT DAİRE,4190000,3 + 1,125,120,31 Yaşında,2. Kat,Kombi,Eşyalı Değil
168336-58,Istanbul,Bagcilar,Yavuz selim,CEKADAN YAVUZSELİM DE 2+1 DAİRE,2750000,2 + 1,95,90,26 Yaşında,3. Kat,Doğalgaz Sobası,Eşyalı Değil
2820-706,Istanbul,Bahcelievler,Bahcelievler,Bahçelievler k.has arkası metro m.büse yürüme 5 dk YENİ SIFIR 145 m2 bürüt  3+1,18500000,3 + 1,145,124,1 Yaşında,2. Kat,Kombi,Eşyalı Değil
103274-1579,Istanbul,Bahcelievler,Bahcelievler,Next House'dan Has Delta Bahçelievler'de Satılık 3+1 Daire,34000000,3 + 1,187,140,Sıfır Bina,6. Kat,Kombi,Eşyalı Değil
21218-5029,Istanbul,Bahcelievler,Bahcelievler,Bahçelievler bahçeli nizamda 3+1 sıfır binada satılık daire,17500000,3 + 1,120,105,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
6056-14096,Istanbul,Bahcelievler,Bahcelievler,Bahçelievler Fevzi Çakmak Cd. Satılık 3+2 Dubleks | Otoparklı,16750000,3 + 2,200,147,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
91887-4765,Istanbul,Bahcelievler,Bahcelievler,ADNAN KAHVECİ ÜZERİ YATIRIMLIK UYGUN FİYATLI BÜYÜK 2+1 1.ARAKAT,8000000,2 + 1,110,90,31 Yaşında,1. Kat,Kombi,Eşyalı Değil
114218-3251,Istanbul,Bahcelievler,Bahcelievler,BAHÇELİEVLER YAYLA'DA GENÇ BİNADA 360M2 7+2 LÜKS DUBLEKS,29000000,7 + 2,360,310,18 Yaşında,4. Kat,Kombi,Eşyalı Değil
96848-3032,Istanbul,Bahcelievler,Bahcelievler,BAHÇELİEVLER ULUBATLI CADDE ÜSTÜ 2+1 METROBÜSE 8 DAKİKA   5.KAT SATILIK DAİRE,3500000,2 + 1,90,85,37 Yaşında,5. Kat,Kombi,Eşyalı Değil
91887-4825,Istanbul,Bahcelievler,Bahcelievler,"BASINSİTESİ FERİT SELİME YAKIN YENİ BİNA, 2+1 BOŞ ARAKAT DAİRE",7550000,2 + 1,90,75,3 Yaşında,1. Kat,Kombi,Eşyalı Değil
151320-295,Istanbul,Bahcelievler,Bahcelievler,BAHÇELİEVLER BUTİK SİTE İÇİ 3.KAT 3+1 K.OTOPARKLI 7/24 GÜVENLİK,17000000,3 + 1,120,110,6 Yaşında,3. Kat,Kombi,Eşyalı Değil
168602-4,Istanbul,Bahcelievler,Bahcelievler,İZZETTİN ÇALIŞLAR CADDESİNDE ÜÇ CEPHELİ 140 m2 SATILIK 3+1 DAİRE,12500000,3 + 1,140,130,31 Yaşında,1. Kat,Kombi,Eşyalı Değil
91887-4834,Istanbul,Bahcelievler,Bahcelievler,"ATLAS'TAN METROPORT AVM YAKINI, SIFIR BİNA,2+1 BAHÇELİ LÜX DAİRE",10900000,2 + 1,90,80,1 Yaşında,Giriş Katı,Kombi,Eşyalı Değil
1114-5618,Istanbul,Bahcelievler,Bahcelievler,Bahçelievler Öğretmenevi Arkası Nezih Konumda Geniş 3+1 Satılık,17500000,3 + 1,145,125,5 Yaşında,2. Kat,Kombi,Eşyalı Değil
30863-10106,Istanbul,Bahcelievler,Bahcelievler,BAHÇELİEVLER HAZNEDAR MEYDAN MEDİCANA HAS. YANI DELİ HÜSYİN PAŞA CD. ÜSTÜ 3+2 175M2 SIFIR DUBLEKS,19000000,3 + 2,185,175,Sıfır Bina,4. Kat,Yerden Isıtma,Eşyalı Değil
43272-4101,Istanbul,Bahcelievler,Bahcelievler,"Turyap' tan Bahçelinizam da, 6 Yıllık, K.Otoparklı, E.Banyolu, 3+1, Lüks ...",15000000,3 + 1,125,105,6 Yaşında,1. Kat,Kombi,Eşyalı Değil
114218-3205,Istanbul,Bahcelievler,Bahcelievler,İSTANBUL HOUSE'DAN B.EVLER YAYLA MERKEZDE 3+1 KENTSEL ONAYLI,8300000,3 + 1,105,98,40 Yaşında,1. Kat,Kombi,Eşyalı Değil
91887-4807,Istanbul,Bahcelievler,Bahcelievler,GÖKKUŞAĞI KOLEJİ YAKINI SIFIR 2+1 80m2 KAP. OTOPARKLI ARAKAT,13500000,2 + 1,80,70,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
81705-11579,Istanbul,Bahcelievler,Cobancesme,ÇOBANÇEŞME MEVKİNDE EMİN EVİME UYGUN SATILIK 2+1 YÜKSEK GİRİŞ,4085000,2 + 1,80,65,11 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
152700-909,Istanbul,Bahcelievler,Cobancesme,ACİL SATILIK SIFIR DAİRE,7500000,2 + 1,93,75,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
25299-9855,Istanbul,Bahcelievler,Cobancesme,Home Vizyon 'dan Bahçelievler Çobançeşme Satılık Sıfır Lüx 2+1 Daire.,7500000,2 + 1,90,85,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
152700-882,Istanbul,Bahcelievler,Cumhuriyet,"ULTRA LÜX SİTEDE,K.OTOPARKLI,2+1,GÜVENLİK,MERKEZİ KONUM",7500000,2 + 1,85,80,Sıfır Bina,7. Kat,Kombi,Eşyalı Değil
86673-5050,Istanbul,Bahcelievler,Hurriyet,Bahçelievler hürriyet Satılık 2+1 yeni Arakat daire. VİZYON,4200000,2 + 1,85,80,15 Yaşında,2. Kat,Kombi,Eşyalı Değil
166705-53,Istanbul,Bahcelievler,Hurriyet,ACİL SATILIK HÜRRİYETTE 3+1 170 M2 ÇATI KATI,3200000,3 + 1,174,165,31 Yaşında,5. Kat,Kombi,Eşyalı Değil
81705-11637,Istanbul,Bahcelievler,Kocasinan merkez,BAHÇELİEVLER KOCASİNAN MERKEZDE SATILIK SIFIR 3+1 DAİRE,9000000,3 + 1,110,100,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
165266-91,Istanbul,Bahcelievler,Kocasinan merkez,"FOA'dan, Kocasinan Merkezde Sıfır, Site İçi, 2+1 85 m² Ara Kat.",7100000,2 + 1,85,70,Sıfır Bina,9. Kat,Kombi,Eşyalı Değil
165029-13,Istanbul,Bahcelievler,Kocasinan merkez,GARDEN LİFE SİTESİNDE K.OTOPARK 3+1 ULTRA LÜX DAİRELER,10500000,3 + 1,149,90,Sıfır Bina,9. Kat,Kombi,Eşyalı Değil
146350-28,Istanbul,Bahcelievler,Kocasinan merkez,FAMİLY' DEN KOCASİNANDA 8 YILLIK ASANSÖRLÜ SATILIK KREDİLİ DAİRE,5500000,2 + 1,86,75,8 Yaşında,3. Kat,Kombi,Eşyalı Değil
70388-5422,Istanbul,Bahcelievler,Kocasinan merkez,Başokur'dan Bahçelievler Devlet Hastanesi Üstü 3+1 Arakat Daire,9800000,3 + 1,128,115,4 Yaşında,6. Kat,Kombi,Eşyalı Değil
152700-807,Istanbul,Bahcelievler,Sirinevler,ŞİRİNEVLERE YÜRÜME MESAFESİNDE 1.KAT 65 NET,5450000,2 + 1,75,65,1 Yaşında,1. Kat,Kombi,Eşyalı Değil
152700-839,Istanbul,Bahcelievler,Sirinevler,"MUHTEŞEM DUBLEX, 4+1,150 M2,KREDİYE UYGUN,MERKEZİ KONUM",12800000,4 + 1,150,140,6 Yaşında,5. Kat,Kombi,Eşyalı Değil
43272-4103,Istanbul,Bahcelievler,Sirinevler,"Turyap'tan, Butik Site, 2+1, 95m2, K.Otoparklı, Lüx, !!FIRSAT!!",6300000,2 + 1,95,83,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
6056-14033,Istanbul,Bahcelievler,Sirinevler,Bahçelievler Şirinevler Satılık Çift Girişli Dubleks | Hastane Yakını Boş,9600000,4 + 2,220,200,6 Yaşında,5. Kat,Kombi,Eşyalı Değil
168655-7,Istanbul,Bahcelievler,Sirinevler,ŞİRİNEVLER 18.SKTA K.OTOPARKLI 2+1 2 AYA ANAHTAR TESLİM SATILIK,7450000,2 + 1,80,70,Sıfır Bina,5. Kat,Yerden Isıtma,Eşyalı Değil
86943-411,Istanbul,Bahcelievler,Sirinevler,SATILIK 3+1120.M ŞİRİN EVLER.DE TÜFEKCİ EMLAK,7500000,3 + 1,130,120,8 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
31770-39104,Istanbul,Bahcelievler,Sirinevler,ŞİRİNEVLER CENGİZ TOPELDE MERAKLISINA TERASLI 150M2 SIFIR DUBLEX,8500000,3 + 2,150,120,Sıfır Bina,6. Kat,Kombi,
53569-3193,Istanbul,Bahcelievler,Siyavuspasa,BAHÇELİEVLER YAYLADA 1.KAT 3+1 TEMİZ ASANSÖRLÜ FERAH KULLANIŞLI,4250000,3 + 1,115,110,30 Yaşında,1. Kat,Kombi,Eşyalı Değil
91887-4793,Istanbul,Bahcelievler,Siyavuspasa,BAHÇELİEVLER SİYAVUŞPAŞA 3+1 3. KAT SATILIK GENİŞ DAİRE,11950000,3 + 1,120,95,2 Yaşında,3. Kat,Kombi,Eşyalı Değil
96848-3110,Istanbul,Bahcelievler,Siyavuspasa,BAHÇELİEVLER SİYAVUŞPAŞADA 2+1 SIFIR 2.KAT ACELE SATILIK DAİRE,7000000,2 + 1,85,77,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
91887-4710,Istanbul,Bahcelievler,Siyavuspasa,BAHÇELİEVLER YAYLA 1999 YAPIMI BİNA 4.KAT 3+1 ASANSÖRLÜ 125M2,7250000,3 + 1,125,110,26 Yaşında,4. Kat,Kombi,Eşyalı Değil
91887-4798,Istanbul,Bahcelievler,Siyavuspasa,"Bahçelievler Yayla' 2.Bina Sıfır,3.Kat,2+1 Balkonlu,Ankastreli",8300000,2 + 1,85,70,Sıfır Bina,3. Kat,Kombi,Eşyalı Değil
111551-2132,Istanbul,Bahcelievler,Siyavuspasa,BAHÇELİEVLER SİYAVUŞPAŞA'DA 6 YILLIK 3+1 GÜNEY CEPHE İSKANLI,7500000,3 + 1,120,110,6 Yaşında,1. Kat,Kombi,Eşyalı Değil
53569-3203,Istanbul,Bahcelievler,Siyavuspasa,BAHÇELİEVLER MUSTAFA KEMAL PAŞA CAD YAKINI 5.KAT 2+1 TEMİZ ÜSTE 2 DAİRE VAR,2400000,2 + 1,85,80,30 Yaşında,5. Kat,Kombi,Eşyalı Değil
145309-904,Istanbul,Bahcelievler,Siyavuspasa,BAHÇELİEVLER SİYAVUŞPAŞA'DA MÜSTAKİL GİRİŞLİ- BAHÇELİ 2+1 SATILIK DAİRE,5500000,2 + 1,120,105,31 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
60890-1004,Istanbul,Bahcelievler,Siyavuspasa,BOŞ İSKANLI 12 YAŞ.75 M2 2+1 YÜKSEK GİRİŞ,4295000,2 + 1,85,75,12 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
36122-1956,Istanbul,Bahcelievler,Siyavuspasa,Tokgöz'den Siyavuşpaşa'da 6 Yıllık Binada 2+1 Daire,5500000,2 + 1,90,80,6 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
125781-710,Istanbul,Bahcelievler,Siyavuspasa,SİYAVUŞPAŞADA 6 YILLIK YENİ BİNADA MASRAFSIZ 2+1 DAİRE,5700000,2 + 1,80,75,6 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
56554-3487,Istanbul,Bahcelievler,Siyavuspasa,Bahçelievler Ferit Selim  Paşa Caddesine Yakın Sıfır Binada Satılık 3+1,9750000,3 + 1,115,100,Sıfır Bina,1. Kat,Kombi,
76675-1569,Istanbul,Bahcelievler,Soganli,BAHÇELİEVLER BASIN SİTESİ İLE İLKYUVA ARASI KAPALI TERASLI 3+2 140 M2 ASANSÖRLÜ KREDİLİDUBLEKS DAİRE,6750000,3 + 2,150,140,28 Yaşında,6. Kat,Kombi,Eşyalı Değil
37150-3489,Istanbul,Bahcelievler,Soganli,AYIŞIĞINDAN ILK YUVA YAKIN GENÇ BİNADA 3+1 SATILIK DAİRE,6300000,3 + 1,140,120,26 Yaşında,3. Kat,Kombi,Eşyalı Değil
159017-126,Istanbul,Bahcelievler,Soganli,TİYAP'TAN Soğanlıda Merkezi Konumda Çift Balkonlu 2+1 Daire,3350000,2 + 1,87,76,26 Yaşında,7. Kat,Kombi,Eşyalı Değil
34291-118,Istanbul,Bahcelievler,Soganli,2BE GAYRİMENKUL'DEN KAT MÜLKİYETLİ 2023 YAPIMI  1+1 SATILIK DAİRE,2300000,1 + 1,37,32,2 Yaşında,Bodrum,Kombi,Eşyalı Değil
168919-17,Istanbul,Bahcelievler,Soganli,ÇEŞİT EMLAK CAMLIKAHVE IŞIKLARDA 2+1 110M2 SATILIK DAİRE,3050000,2 + 1,110,100,31 Yaşında,2. Kat,Kombi,Eşyalı Değil
6056-14126,Istanbul,Bahcelievler,Soganli,Soğanlı Meydana Yakın 3+1 125m² Geniş Satılık Daire,4600000,3 + 1,125,110,29 Yaşında,4. Kat,Kombi,Eşyalı Değil
111551-2114,Istanbul,Bahcelievler,Soganli,BAHÇELİEVLER MUSTAFA KEMALPAŞA CAD YAKINI 28 YILLIK 3+1 ARAKAT,3650000,3 + 1,120,110,27 Yaşında,2. Kat,Kombi,Eşyalı Değil
6056-14139,Istanbul,Bahcelievler,Soganli,Mustafa Kemalpaşa Yakını Yüksek Giriş 1+1 Satılık Daire,4100000,1 + 1,60,50,10 Yaşında,Yüksek Giriş,Kombi,Eşyalı Değil
160129-114,Istanbul,Bahcelievler,Soganli,SOĞANLI'DA SATILIK 2+1 MÜLKİYETLİ TERAS KAT MERKEZİ KONUM DAİRE,3500000,2 + 1,87,76,26 Yaşında,7. Kat,Kombi,Eşyalı Değil
165029-16,Istanbul,Bahcelievler,Soganli,ÇAVUŞPAŞDA SIFIR 2+1 GİRİŞ DAİRE,5100000,2 + 1,90,65,Sıfır Bina,Giriş Katı,Kombi,Eşyalı Değil
86354-1285,Istanbul,Bahcelievler,Soganli,Bahçelievler Mustafa Kemal Paşa Caddesi Yakını Satılık 28 Yıllık 3+1 2. Kat Masrafsız Daire,3650000,3 + 1,120,105,28 Yaşında,2. Kat,Kombi,Eşyalı Değil
110208-3831,Istanbul,Bahcelievler,Yenibosna merkez,BAHÇELİEVLER İSTWEST'TE 3+1 152M² FIRSAT KONUT 12.790.000TL,12790000,3 + 1,152,125,11 Yaşında,10. Kat,Merkezi (Pay Öl...,Eşyalı Değil
110208-3826,Istanbul,Bahcelievler,Yenibosna merkez,İstwest'te 73m2 Taşınmaya Hazır 1+1 Balkonlu SATILIK DAİRE,7000000,1 + 1,73,50,11 Yaşında,4. Kat,Merkezi (Pay Öl...,Eşyalı Değil
110208-3833,Istanbul,Bahcelievler,Yenibosna merkez,BAHÇELİEVLER İSTWEST'TE 1+0 37M2 SATILIK KONUT 4.400.000TL,4400000,1 + 0,37,28,11 Yaşında,3. Kat,Merkezi (Pay Öl...,Eşyalı Değil
110208-3828,Istanbul,Bahcelievler,Yenibosna merkez,İSTWEST'TE 1+0 43M² PEYZAJ MANZ. FIRSAT KONUT,4650000,1 + 0,43,28,11 Yaşında,1. Kat,Merkezi (Pay Öl...,Eşyalı Değil
110208-3830,Istanbul,Bahcelievler,Yenibosna merkez,İSTWEST'TE 1+1 55M2 EŞYALI YATIRIMLIK FIRSAT KONUT 5.190.000TL,5190000,1 + 1,55,32,11 Yaşında,1. Kat,Merkezi (Pay Öl...,Eşyalı
110208-3829,Istanbul,Bahcelievler,Yenibosna merkez,İSTWEST'TE 1+1 73M² BOŞ HEMEN TAŞIN 7.000.000TL,7000000,1 + 1,73,48,11 Yaşında,5. Kat,Merkezi (Pay Öl...,Eşyalı Değil
8525-57137,Istanbul,Bahcelievler,Yenibosna merkez,Prime İstanbul Satılık 2+1 Lux Concept,8300000,2 + 1,135,87,6 Yaşında,8. Kat,Merkezi (Pay Öl...,Eşyalı Değil
8525-57089,Istanbul,Bahcelievler,Yenibosna merkez,Prime İstanbul satılık 1+1 Büyük Tip Lux Boş/Hemen Teslim,6150000,1 + 1,108,76,6 Yaşında,4. Kat,Merkezi (Pay Öl...,Eşyalı Değil
86673-5051,Istanbul,Bahcelievler,Yenibosna merkez,Bahçelievler Yenibosna Satılık yeni tam teşekküllü site içinde Özel bahçeli daire. VİZYON,14500000,2 + 1,90,85,7 Yaşında,Bahçe Katı,Merkezi,Eşyalı Değil
110208-3841,Istanbul,Bahcelievler,Yenibosna merkez,İstwest'te 1+0 37m2 Taşınmaya HAZIR SATILIK,4499000,1 + 0,37,28,11 Yaşında,1. Kat,Merkezi (Pay Öl...,Eşyalı Değil
146752-224,Istanbul,Bahcelievler,Yenibosna merkez,"OFİS , ANA CADDE ÜZERİ  2+1, 1.KAT 90 M2 YENİ BİNA'DA",6200000,2 + 1,110,90,8 Yaşında,1. Kat,Kombi,Eşyalı Değil
110208-3838,Istanbul,Bahcelievler,Yenibosna merkez,İSTWEST'TE 2+1 128M² HAVUZ MANZARALI KISA BLOKTA KONUT,13450000,2 + 1,128,103,5 Yaşında,5. Kat,Merkezi (Pay Öl...,Eşyalı Değil
86191-195,Istanbul,Bahcelievler,Zafer,TARHAN SOKAKTA KELEPİR 3+1,5500000,3 + 1,150,145,16 Yaşında,1. Kat,Kombi,Eşyalı Değil
105769-104,Istanbul,Bahcelievler,Zafer,Yenibosna zafer Mahallesi'nde satılık daire 3 + 1,6750000,3 + 1,140,125,11 Yaşında,1. Kat,Kombi,Eşyalı Değil
30633-2688,Istanbul,Bahcelievler,Zafer,BAHÇELİEVLER YENİBOSNA ZAFER MAH SATILIK 0 1+1 DAİRELER 4. VE 5. KATLAR METROBÜSE METROYA YAKIN,3750000,1 + 1,55,45,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
165982-123,Istanbul,Bahcelievler,Zafer,ZAFER MAH.SATILIK 2+1 ARAKAT DAİRE,3500000,2 + 1,95,85,31 Yaşında,3. Kat,Kombi,Eşyalı Değil
166705-54,Istanbul,Bahcelievler,Zafer,ZAFERİN EN MUHTEŞEM 2+1 120 M2 KAT MÜLKİYETLİ TERAS KATI,3500000,2 + 1,130,120,31 Yaşında,5. Kat,Kombi,Eşyalı Değil
86354-1337,Istanbul,Bahcelievler,Zafer,Bahçelievler Kocasinan İtfaiye Yakını Satılık Yeni Binada Eşyalı Yüksek Giriş 1+1 Daire,3200000,1 + 1,55,50,9 Yaşında,Yüksek Giriş,Kombi,Eşyalı
5467-3538,Istanbul,Bakirkoy,Atakoy 3 4 11 kisim,mukadder selimden ataköy 3.4.11de.11 yıllık 1.kat 140m2(110)m2 satılık 3+1,19750000,3 + 1,140,110,11 Yaşında,Ara Kat,Kombi,Eşyalı Değil
60561-2004,Istanbul,Bakirkoy,Atakoy 3 4 11 kisim,Ataköy 3-4 Kısım 'S'Bloklarda Süper Konum 145M2 3+1Satılık Daire,15000000,3 + 1,145,125,31 Yaşında,2. Kat,Merkezi,Eşyalı Değil
60561-2007,Istanbul,Bakirkoy,Atakoy 7 8 9 10 kisim,Ataköy Nef22 'A' blokta 65M2 1+1 Boş Köşe Satılık Daire,7300000,1 + 1,65,45,6 Yaşında,10. Kat,Merkezi (Pay Öl...,Eşyalı
32583-1610,Istanbul,Bakirkoy,Atakoy 7 8 9 10 kisim,ATAKÖY 7.8. KISIM ATA SİTESİ ÖN CEPHE 1+1,12500000,1 + 1,85,76,35 Yaşında,2. Kat,Merkezi,Eşyalı Değil
82957-7302,Istanbul,Bakirkoy,Atakoy 7 8 9 10 kisim,ATAKÖY NEF22 SATILIK 1+1 EŞYALI DAİRE GÜNCEL KİRA,6750000,1 + 1,45,32,6 Yaşında,5. Kat,Merkezi (Pay Öl...,Eşyalı
3552-1762,Istanbul,Bakirkoy,Basinkoy,FİKRET GÜL EMLAKTAN ANA CADDE ÜZERİNDE TEMİZ BAKIMLI BAHÇE KATI,19500000,4 + 1,200,180,24 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
168597-39,Istanbul,Bakirkoy,Kartaltepe,BAKIRKÖY İNCİRLİ CADDESİNDE BOŞ DUBLEKS DAİRE,16000000,2 + 2,170,150,31 Yaşında,4. Kat,Kombi,Eşyalı Değil
168062-3,Istanbul,Bakirkoy,Kartaltepe,BAKIRKÖY İNCİRLİDE ÇOK TEMİZ GENİŞ ASANSÖRLÜ 2+1,8250000,2 + 1,95,80,31 Yaşında,4. Kat,Kombi,Eşyalı Değil
13677-1857,Istanbul,Bakirkoy,Osmaniye,Referans B.Köy Evlerinde AbbAs Altun'dan Satılık 6.Katta 3+1 Boş Daire,21500000,3 + 1,148,98,11 Yaşında,6. Kat,Merkezi (Pay Öl...,Eşyalı Değil
145933-250,Istanbul,Bakirkoy,Senlikkoy,Ekşinar Gayrimenkul'den 4+1 Satılık Uygun Fiyatta Keyifli Bahçe Katı Daire,18100000,4 + 1,220,200,26 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
145933-246,Istanbul,Bakirkoy,Senlikkoy,Ekşinar Gayrimenkul'den Satılık 4+1 Ferah Geniş m2'li Daire Merkezi Lokasyonda,42000000,4 + 1,210,200,7 Yaşında,3. Kat,Kombi,Eşyalı Değil
145933-299,Istanbul,Bakirkoy,Senlikkoy,Ekşinar Gym’den Site İçerisinde Satılık 5+2 Dubleks Daire,40000000,5 + 2,320,290,15 Yaşında,3. Kat,Kombi,Eşyalı Değil
4753-17741,Istanbul,Bakirkoy,Senlikkoy,GÜNYÜZÜ EMLAKTAN ADAKALEDE LÜX 330 M2 4+1 ARA KAT DAİRE SATILIK,46000000,4 + 1,330,300,15 Yaşında,2. Kat,Kombi,Eşyalı Değil
2687-7515,Istanbul,Bakirkoy,Senlikkoy,FLORYADA PERADAN VATANDAŞLIĞA UYGUN ÖZEL BAHÇELİ SATILIK DAİRE,18100000,4 + 1,220,200,31 Yaşında,Bahçe Katı,Kombi,Eşyalı
4753-17728,Istanbul,Bakirkoy,Senlikkoy,GÜNYÜZÜ EMLAKTAN ADAKALEDE MÜSTAKİL BAHÇELİ ÖZEL LÜXS 3+1 BAHÇE KAT SATILIK,30500000,3 + 1,135,125,Sıfır Bina,Bahçe Katı,Kombi,Eşyalı Değil
17780-20487,Istanbul,Bakirkoy,Senlikkoy,ŞEBNEM ÖZGÜLDEN ELİT SİTEDE GENİŞ SATILIK LÜX 5 + 1 300 METRE²,29500000,5 + 1,320,300,16 Yaşında,Giriş Katı,Kombi,Eşyalı
86673-5021,Istanbul,Bakirkoy,Yenimahalle,Bakırköy İstanbul cad. Satılık 4+1 geniş ferah lüx dubleks daire. VİZYON,16500000,4 + 1,165,160,Sıfır Bina,4. Kat,Kombi,Eşyalı Değil
53933-408,Istanbul,Bakirkoy,Yesilkoy,ÇİZME GAYRİMENKUL'DEN ÖZEL TASARIMLI VE FULL EŞYALI  SATILIK ARAKAT,22250000,2 + 1,101,90,2 Yaşında,1. Kat,Kombi,Eşyalı
106968-102,Istanbul,Bakirkoy,Yesilkoy,"YEŞİLKÖY KAPİTAL GAYRİMENKUL,DEN YEŞİLKÖYDE 3+1 130 MK BAHÇE K.",14000000,3 + 1,140,130,21 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
106968-101,Istanbul,Bakirkoy,Yesilkoy,KAPİTAL GAYRİMENKUL DEN SAHİLE YAKIN LÜKS SİTEDE DUBLEX DAİRE,45000000,4 + 2,265,235,2 Yaşında,4. Kat,Kombi,Eşyalı Değil
2237-4697,Istanbul,Bakirkoy,Yesilyurt,YEŞİLYURT EMLAK'TAN YEŞİLYURTTA YENİ KONUMLU 120 m2 NET BAHÇE,19000000,3 + 1,140,120,5 Yaşında,Bahçe Katı,Kombi,Eşyalı Değil
2237-4969,Istanbul,Bakirkoy,Yesilyurt,YEŞİLYURT EMLAKTAN YEŞİLYURTTA 3+SALON 155 M2 SATILIK ARAKAT,49000000,3 + 1,170,155,7 Yaşında,2. Kat,Kombi,Eşyalı Değil
26982-814,Istanbul,Bakirkoy,Zeytinlik,BAKIRKÖY ZEYTİNLİKTE MARMARAY YANI YENİ BİNA 3+1 DUBLEKS DAİRE,14000000,3 + 1,125,110,5 Yaşında,4. Kat,Kombi,Eşyalı Değil
165674-16,Istanbul,Bakirkoy,Zuhuratbaba,ELA GAYRİMENKUL'DEN Z.BABA KORU KARŞISI 170M² 4+1 DUBLEKS DAİRE!,19200000,4 + 1,170,150,Sıfır Bina,5. Kat,Kombi,Eşyalı Değil
24620-1190,Istanbul,Bakirkoy,Zuhuratbaba,BAKIRKÖY SARAYDAN SATILIK  2+1  80  M2 KAT 1,12000000,2 + 1,80,70,3 Yaşında,1. Kat,Kombi,Eşyalı Değil
155768-7,Istanbul,Bakirkoy,Zuhuratbaba,Esen Emlak'tan Zuhuratbaba da 0 (yeni ) Uygun daire,9150000,2 + 1,85,75,Sıfır Bina,Giriş Katı,Kombi,Eşyalı Değil
124862-1667,Istanbul,Bakirkoy,Zuhuratbaba,Bakırköy Zuhuratbaba’da Yeni Bina da Satılık 2+1 Köşe Daire,12490000,2 + 1,80,70,3 Yaşında,1. Kat,Kombi,
19126-1451,Istanbul,Bakirkoy,Zuhuratbaba,MAYA EMLAK TAN SATILIK YENİ DUBLEX DAİRE 5+1 300 M KOMBİLİ ASANSÖRLÜ KAPALI OTO PAKLI,23000000,5 + 1,300,280,4 Yaşında,4. Kat,Kombi,Eşyalı Değil
5467-3551,Istanbul,Bakirkoy,Zuhuratbaba,mukadder selimden b.köy z.babada full yeni (sıfır) eşyalı 1+1,6850000,1 + 1,75,60,26 Yaşında,Bahçe Katı,Kombi,Eşyalı
155292-89,Istanbul,Basaksehir,Altinsehir,ZYT GYM'DEN ALTINŞEHIR 2+1 ÖN CEPHE CADDEYE SIFIR DAİRE,5450000,2 + 1,95,85,Sıfır Bina,2. Kat,Kombi,Eşyalı Değil
155292-88,Istanbul,Basaksehir,Altinsehir,ZYT GYM'DEN 2+1 ALTINŞEHIR ARAKAT CADDEYE SIFIR DAİRE,4050000,2 + 1,85,70,Sıfır Bina,1. Kat,Kombi,Eşyalı Değil
155292-87,Istanbul,Basaksehir,Altinsehir,ZYT GYM'DEN ALTINŞEHİR CADDE ÜZERİ 2+1 DAİRE,3900000,2 + 1,85,70,Sıfır Bina,Yüksek Giriş,Kombi,Eşyalı Değil
